File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
95e5fe95-789d-4223-b9cc-a16c7fd683c1	TCGA-LUAD.6ab7dce7-f54d-4f9e-b232-7f094e8bf05d.absolute_liftover.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-LUAD	TCGA-38-4630	TCGA-38-4630-01A	Primary Tumor
8c9ac2ea-6123-445c-8bd4-b0ea7c681edf	TCGA-LUAD.6e3bfcae-bea1-46b3-afee-df2e3a344cd1.absolute_liftover.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-LUAD	TCGA-50-5932	TCGA-50-5932-01A	Primary Tumor
b09d319f-7fba-4677-9aa2-fb2666643884	TCGA-LUAD.1afb48ce-59a8-4130-8ff6-45d29405087e.absolute_liftover.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-LUAD	TCGA-J2-A4AD	TCGA-J2-A4AD-01A	Primary Tumor
74cb107f-adc9-4aee-8381-c95831dbd4ea	TCGA-LUAD.d0597d14-df0c-413b-888f-53597d1fb61a.absolute_liftover.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-LUAD	TCGA-38-4625	TCGA-38-4625-01A	Primary Tumor
b6b74adb-31e0-4ecf-9a65-aa8a1babc46b	TCGA-LUAD.780c0b4e-e589-4cc3-b0da-ea99e908afdd.absolute_liftover.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-LUAD	TCGA-55-7284	TCGA-55-7284-01B	Primary Tumor
bb9a8a00-fdc7-4ed6-8dd8-47981afe9732	TCGA-LUAD.f17395cc-4dba-41b2-a123-aca5af1de185.absolute_liftover.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-LUAD	TCGA-55-8089	TCGA-55-8089-01A	Primary Tumor
be50b16c-a8c1-417a-8994-cb7cb76d4f47	TCGA-LUAD.9077c52d-8a80-4b9d-9459-9f747d092ee7.absolute_liftover.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-LUAD	TCGA-49-6744	TCGA-49-6744-01A	Primary Tumor
e293c29b-b720-4328-886f-8d83b97bf101	TCGA-LUAD.241b179d-c08c-4d0d-bc13-9480aa0d638a.absolute_liftover.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-LUAD	TCGA-MP-A4SW	TCGA-MP-A4SW-01A	Primary Tumor
f3499ff3-eee3-4d43-bd6d-2d1a3a1b7219	TCGA-LUAD.d4239de6-9f95-4ed8-a132-d5358c33a648.absolute_liftover.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-LUAD	TCGA-97-8176	TCGA-97-8176-01A	Primary Tumor
0465b66a-1848-410b-8dd4-bd63cd6017b5	TCGA-LUAD.ccefc279-6a63-4f33-8986-8c4cb2413e69.absolute_liftover.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-LUAD	TCGA-50-5931	TCGA-50-5931-01A	Primary Tumor
